"iteration","model","dataset","aitchison_distance","MEC","RMSE"
192,"Dirichlet_regression","test",1.00462234779239,0.839617509068213,0.116793440618596
192,"CLR_RF","train",0.30220490218897,0.981601519878231,0.0505851910592439
192,"CLR_RF","train",0.30220490218897,0.981601519878231,0.0466194264494474
192,"CLR_RF","train",0.30220490218897,0.981601519878231,0.0493728197596442
192,"CLR_RF","test",0.933133619001141,0.856044472164295,0.136944863559778
192,"CLR_RF","test",0.933133619001141,0.856044472164295,0.148857543357045
192,"CLR_RF","test",0.933133619001141,0.856044472164295,0.12386553903237
192,"ILR_RF","train",0.296665400937329,0.982209450146633,0.0492535864469357
192,"ILR_RF","train",0.296665400937329,0.982209450146633,0.0448448227025929
192,"ILR_RF","train",0.296665400937329,0.982209450146633,0.0499602123392435
192,"ILR_RF","test",0.923570606919538,0.854139254561531,0.139754392592126
192,"ILR_RF","test",0.923570606919538,0.854139254561531,0.146262343259968
192,"ILR_RF","test",0.923570606919538,0.854139254561531,0.126789967399849
240,"Dirichlet_RF","train",0.387401341102382,0.953289899475692,0.078383247046447
240,"Dirichlet_RF","train",0.387401341102382,0.953289899475692,0.0757543030659847
240,"Dirichlet_RF","train",0.387401341102382,0.953289899475692,0.0778827465875038
240,"Dirichlet_RF","test",1.07652130532913,0.847302284840106,0.179452269650103
240,"Dirichlet_RF","test",1.07652130532913,0.847302284840106,0.152896856045896
240,"Dirichlet_RF","test",1.07652130532913,0.847302284840106,0.0907873748937735
240,"Dirichlet_regression","train",0.631973259321644,0.880021830459307,0.120569826272552
240,"Dirichlet_regression","train",0.631973259321644,0.880021830459307,0.123208010332285
240,"Dirichlet_regression","train",0.631973259321644,0.880021830459307,0.128001369659532
240,"Dirichlet_regression","test",1.18262836981757,0.787978910546739,0.204502061787857
240,"Dirichlet_regression","test",1.18262836981757,0.787978910546739,0.188170383482195
240,"Dirichlet_regression","test",1.18262836981757,0.787978910546739,0.10671953310829
240,"CLR_RF","train",0.277693783822289,0.980115091875551,0.0522586679482554
240,"CLR_RF","train",0.277693783822289,0.980115091875551,0.0480196099964764
240,"CLR_RF","train",0.277693783822289,0.980115091875551,0.0510287229049237
240,"CLR_RF","test",1.09395898464982,0.837211382643652,0.183290735396626
240,"CLR_RF","test",1.09395898464982,0.837211382643652,0.158621508239657
240,"CLR_RF","test",1.09395898464982,0.837211382643652,0.0963551813463247
240,"ILR_RF","train",0.280260954359243,0.979830233808749,0.0532633454096763
240,"ILR_RF","train",0.280260954359243,0.979830233808749,0.0476539127765741
240,"ILR_RF","train",0.280260954359243,0.979830233808749,0.051403884204219
240,"ILR_RF","test",1.10742899914117,0.834978550959322,0.182560790991557
240,"ILR_RF","test",1.10742899914117,0.834978550959322,0.163425280700854
240,"ILR_RF","test",1.10742899914117,0.834978550959322,0.0945388132132525
288,"Dirichlet_RF","train",0.470427549724693,0.947621554824221,0.0832761867446187
288,"Dirichlet_RF","train",0.470427549724693,0.947621554824221,0.0805210284875495
288,"Dirichlet_RF","train",0.470427549724693,0.947621554824221,0.0816986936517869
288,"Dirichlet_RF","test",0.689417719953828,0.87687754047631,0.129348668218549
288,"Dirichlet_RF","test",0.689417719953828,0.87687754047631,0.118399023481802
288,"Dirichlet_RF","test",0.689417719953828,0.87687754047631,0.132949764569997
288,"Dirichlet_regression","train",0.714219309037915,0.877512682813342,0.114772933069017
288,"Dirichlet_regression","train",0.714219309037915,0.877512682813342,0.130895025575197
288,"Dirichlet_regression","train",0.714219309037915,0.877512682813342,0.129158128342442
288,"Dirichlet_regression","test",0.850756764407772,0.804213444002829,0.165103210017093
288,"Dirichlet_regression","test",0.850756764407772,0.804213444002829,0.147504222152941
288,"Dirichlet_regression","test",0.850756764407772,0.804213444002829,0.167295698044245
288,"CLR_RF","train",0.317083366758714,0.979012225432322,0.0514866812769169
288,"CLR_RF","train",0.317083366758714,0.979012225432322,0.0495622001836913
288,"CLR_RF","train",0.317083366758714,0.979012225432322,0.0542583320949826
288,"CLR_RF","test",0.703603718541344,0.867576763020476,0.143459629883086
288,"CLR_RF","test",0.703603718541344,0.867576763020476,0.123241295829099
288,"CLR_RF","test",0.703603718541344,0.867576763020476,0.127726404002674
288,"ILR_RF","train",0.312797007802693,0.980386782570416,0.0499686508676806
288,"ILR_RF","train",0.312797007802693,0.980386782570416,0.0469846438317345
288,"ILR_RF","train",0.312797007802693,0.980386782570416,0.0530992562357852
288,"ILR_RF","test",0.709968537817114,0.866429183102719,0.141974844890882
288,"ILR_RF","test",0.709968537817114,0.866429183102719,0.120979948266048
288,"ILR_RF","test",0.709968537817114,0.866429183102719,0.133197089178678
336,"Dirichlet_RF","train",0.432612499323505,0.955937082568137,0.0790966826411189
336,"Dirichlet_RF","train",0.432612499323505,0.955937082568137,0.0732960031141299
336,"Dirichlet_RF","train",0.432612499323505,0.955937082568137,0.074611898907716
336,"Dirichlet_RF","test",0.573478404324361,0.90502840655192,0.109295092833631
336,"Dirichlet_RF","test",0.573478404324361,0.90502840655192,0.102926189888843
336,"Dirichlet_RF","test",0.573478404324361,0.90502840655192,0.116332782246401
336,"Dirichlet_regression","train",0.747401446115667,0.868300773118719,0.135764927482346
336,"Dirichlet_regression","train",0.747401446115667,0.868300773118719,0.128646032659357
336,"Dirichlet_regression","train",0.747401446115667,0.868300773118719,0.128115650806258
336,"Dirichlet_regression","test",0.77169219237304,0.834869134675454,0.145484841081111
336,"Dirichlet_regression","test",0.77169219237304,0.834869134675454,0.128971094514437
336,"Dirichlet_regression","test",0.77169219237304,0.834869134675454,0.157865003695546
336,"CLR_RF","train",0.298334362803644,0.981323292189474,0.0539813087809383
336,"CLR_RF","train",0.298334362803644,0.981323292189474,0.0449904271991618
336,"CLR_RF","train",0.298334362803644,0.981323292189474,0.0484814684385172
336,"CLR_RF","test",0.550965772854311,0.915487493256633,0.107026360803735
336,"CLR_RF","test",0.550965772854311,0.915487493256633,0.0937711954239724
336,"CLR_RF","test",0.550965772854311,0.915487493256633,0.10886798500797
336,"ILR_RF","train",0.296680624977355,0.981838064196632,0.0538825490491159
336,"ILR_RF","train",0.296680624977355,0.981838064196632,0.0438299465013941
336,"ILR_RF","train",0.296680624977355,0.981838064196632,0.0475740504629091
336,"ILR_RF","test",0.534496060342615,0.918656910150749,0.105726677922738
336,"ILR_RF","test",0.534496060342615,0.918656910150749,0.0894248433022816
336,"ILR_RF","test",0.534496060342615,0.918656910150749,0.108264315802855
384,"Dirichlet_RF","train",0.438035151026907,0.953755989125263,0.0817812702561145
384,"Dirichlet_RF","train",0.438035151026907,0.953755989125263,0.0725841631953843
384,"Dirichlet_RF","train",0.438035151026907,0.953755989125263,0.0744258162109108
384,"Dirichlet_RF","test",1.26343333431584,0.832501029948487,0.163103816770121
384,"Dirichlet_RF","test",1.26343333431584,0.832501029948487,0.16723920357164
384,"Dirichlet_RF","test",1.26343333431584,0.832501029948487,0.108239801792106
384,"Dirichlet_regression","train",0.606606322342122,0.90353512384975,0.117301396176796
384,"Dirichlet_regression","train",0.606606322342122,0.90353512384975,0.110956177683924
384,"Dirichlet_regression","train",0.606606322342122,0.90353512384975,0.102104749740403
384,"Dirichlet_regression","test",1.4206171762126,0.747312662925152,0.201890475536267
384,"Dirichlet_regression","test",1.4206171762126,0.747312662925152,0.209978772847777
384,"Dirichlet_regression","test",1.4206171762126,0.747312662925152,0.123085658502838
384,"CLR_RF","train",0.317473274418018,0.975322663933172,0.0659280467378624
384,"CLR_RF","train",0.317473274418018,0.975322663933172,0.0523060549443714
384,"CLR_RF","train",0.317473274418018,0.975322663933172,0.0474755572631156
384,"CLR_RF","test",1.29170876629992,0.810420991165122,0.17714401961135
384,"CLR_RF","test",1.29170876629992,0.810420991165122,0.177811937515038
384,"CLR_RF","test",1.29170876629992,0.810420991165122,0.109675612825052
384,"ILR_RF","train",0.321889007882076,0.974047928647622,0.0665070388539939
384,"ILR_RF","train",0.321889007882076,0.974047928647622,0.0563415041342336
384,"ILR_RF","train",0.321889007882076,0.974047928647622,0.0471284203171391
384,"ILR_RF","test",1.28033569583021,0.817434048958347,0.171696274903161
384,"ILR_RF","test",1.28033569583021,0.817434048958347,0.175412925711671
384,"ILR_RF","test",1.28033569583021,0.817434048958347,0.109549569944177
432,"Dirichlet_RF","train",0.354948913042521,0.958483660135664,0.0828730433291872
432,"Dirichlet_RF","train",0.354948913042521,0.958483660135664,0.0668117979133398
432,"Dirichlet_RF","train",0.354948913042521,0.958483660135664,0.0687318359688544
432,"Dirichlet_RF","test",1.00315240906937,0.881751795664875,0.145862145772028
432,"Dirichlet_RF","test",1.00315240906937,0.881751795664875,0.124688575071747
432,"Dirichlet_RF","test",1.00315240906937,0.881751795664875,0.0966555003204667
432,"Dirichlet_regression","train",0.636177650908608,0.873603358533024,0.142007322643709
432,"Dirichlet_regression","train",0.636177650908608,0.873603358533024,0.120247340146633
432,"Dirichlet_regression","train",0.636177650908608,0.873603358533024,0.119400612994541
432,"Dirichlet_regression","test",1.1572771792596,0.82897846103993,0.162867904445254
432,"Dirichlet_regression","test",1.1572771792596,0.82897846103993,0.153307687803898
432,"Dirichlet_regression","test",1.1572771792596,0.82897846103993,0.129380574016865
432,"CLR_RF","train",0.264636970534117,0.978645125557354,0.0617754232738907
432,"CLR_RF","train",0.264636970534117,0.978645125557354,0.0453522899399448
432,"CLR_RF","train",0.264636970534117,0.978645125557354,0.0488430637492628
432,"CLR_RF","test",1.02672248845683,0.867134466421427,0.15778274502946
432,"CLR_RF","test",1.02672248845683,0.867134466421427,0.130521222800736
432,"CLR_RF","test",1.02672248845683,0.867134466421427,0.099703864799484
432,"ILR_RF","train",0.268368124420749,0.97829690664853,0.0620186035061574
432,"ILR_RF","train",0.268368124420749,0.97829690664853,0.0452125611543007
432,"ILR_RF","train",0.268368124420749,0.97829690664853,0.0500286276336724
432,"ILR_RF","test",1.04737039824875,0.86057079531324,0.156458740549423
432,"ILR_RF","test",1.04737039824875,0.86057079531324,0.13858559446318
432,"ILR_RF","test",1.04737039824875,0.86057079531324,0.103678656557959
480,"Dirichlet_RF","train",0.401172406095923,0.950916267985427,0.0790376097895335
480,"Dirichlet_RF","train",0.401172406095923,0.950916267985427,0.0697282918459918
480,"Dirichlet_RF","train",0.401172406095923,0.950916267985427,0.0877745956498443
480,"Dirichlet_RF","test",0.800487241347735,0.897124603505633,0.105405190353226
480,"Dirichlet_RF","test",0.800487241347735,0.897124603505633,0.111568039564834
480,"Dirichlet_RF","test",0.800487241347735,0.897124603505633,0.126329270741227
480,"Dirichlet_regression","train",0.635435613698992,0.881878015601805,0.124188653156819
480,"Dirichlet_regression","train",0.635435613698992,0.881878015601805,0.125638760490575
480,"Dirichlet_regression","train",0.635435613698992,0.881878015601805,0.118605171505553
480,"Dirichlet_regression","test",0.803460490515385,0.879607004483137,0.119945547422569
480,"Dirichlet_regression","test",0.803460490515385,0.879607004483137,0.127023874576845
480,"Dirichlet_regression","test",0.803460490515385,0.879607004483137,0.125394071335368
480,"CLR_RF","train",0.27393746589703,0.980538782659795,0.0493557607948709
480,"CLR_RF","train",0.27393746589703,0.980538782659795,0.0474106258658939
480,"CLR_RF","train",0.27393746589703,0.980538782659795,0.0526835174571594
480,"CLR_RF","test",0.734969535875236,0.916855322060712,0.103128031614447
480,"CLR_RF","test",0.734969535875236,0.916855322060712,0.0903811141892638
480,"CLR_RF","test",0.734969535875236,0.916855322060712,0.114601982316983
480,"ILR_RF","train",0.274357705733805,0.981099410123468,0.0493929943195982
480,"ILR_RF","train",0.274357705733805,0.981099410123468,0.046422168123048
480,"ILR_RF","train",0.274357705733805,0.981099410123468,0.051475649357801
480,"ILR_RF","test",0.745718209744945,0.91338506823301,0.106799566048598
480,"ILR_RF","test",0.745718209744945,0.91338506823301,0.0918768573450457
480,"ILR_RF","test",0.745718209744945,0.91338506823301,0.115858749374673
528,"Dirichlet_RF","train",0.429077213696377,0.954700919009184,0.0787288405936437
528,"Dirichlet_RF","train",0.429077213696377,0.954700919009184,0.0781357262599171
528,"Dirichlet_RF","train",0.429077213696377,0.954700919009184,0.0736297646869421
528,"Dirichlet_RF","test",0.452633706832429,0.93176192405477,0.0937698227553607
528,"Dirichlet_RF","test",0.452633706832429,0.93176192405477,0.0923175361247408
528,"Dirichlet_RF","test",0.452633706832429,0.93176192405477,0.0900505060025078
528,"Dirichlet_regression","train",0.670554993905492,0.879816919535361,0.120610396844305
528,"Dirichlet_regression","train",0.670554993905492,0.879816919535361,0.132835908077399
528,"Dirichlet_regression","train",0.670554993905492,0.879816919535361,0.121792284582906
528,"Dirichlet_regression","test",0.620071724640029,0.864460696775074,0.120356660215751
528,"Dirichlet_regression","test",0.620071724640029,0.864460696775074,0.12796131029525
528,"Dirichlet_regression","test",0.620071724640029,0.864460696775074,0.140142514318242
528,"CLR_RF","train",0.318019086715668,0.977215114918786,0.0564120199722725
528,"CLR_RF","train",0.318019086715668,0.977215114918786,0.0559532130341288
528,"CLR_RF","train",0.318019086715668,0.977215114918786,0.0510123725672843
528,"CLR_RF","test",0.415478132141235,0.939968120850644,0.0904069717795199
528,"CLR_RF","test",0.415478132141235,0.939968120850644,0.0873207028441849
528,"CLR_RF","test",0.415478132141235,0.939968120850644,0.0810467716491468
528,"ILR_RF","train",0.317652388029535,0.977871197626341,0.0553972721715217
528,"ILR_RF","train",0.317652388029535,0.977871197626341,0.0550223360745586
528,"ILR_RF","train",0.317652388029535,0.977871197626341,0.0506192740169022
528,"ILR_RF","test",0.441813907369645,0.930559497213832,0.096656209669134
528,"ILR_RF","test",0.441813907369645,0.930559497213832,0.0941973437743387
528,"ILR_RF","test",0.441813907369645,0.930559497213832,0.087503388914415
576,"Dirichlet_RF","train",0.520204297324745,0.936036166049267,0.0995261439961349
576,"Dirichlet_RF","train",0.520204297324745,0.936036166049267,0.0949671272138769
576,"Dirichlet_RF","train",0.520204297324745,0.936036166049267,0.0792977451861167
576,"Dirichlet_RF","test",0.844357930506874,0.85448200795978,0.130346652435254
576,"Dirichlet_RF","test",0.844357930506874,0.85448200795978,0.115708382138049
576,"Dirichlet_RF","test",0.844357930506874,0.85448200795978,0.165844352387142
576,"Dirichlet_regression","train",0.751489714965691,0.863817286492843,0.135223342062067
576,"Dirichlet_regression","train",0.751489714965691,0.863817286492843,0.138822304249602
576,"Dirichlet_regression","train",0.751489714965691,0.863817286492843,0.126970675011638
576,"Dirichlet_regression","test",1.09067049250367,0.740839541524766,0.148851021744219
576,"Dirichlet_regression","test",1.09067049250367,0.740839541524766,0.168464400853712
576,"Dirichlet_regression","test",1.09067049250367,0.740839541524766,0.229237812674668
576,"CLR_RF","train",0.341316105061619,0.975373607461096,0.0581060381371837
576,"CLR_RF","train",0.341316105061619,0.975373607461096,0.0563234271787357
576,"CLR_RF","train",0.341316105061619,0.975373607461096,0.0561981841476732
576,"CLR_RF","test",0.977553070841629,0.812767042834232,0.131200652268571
576,"CLR_RF","test",0.977553070841629,0.812767042834232,0.139722158348222
576,"CLR_RF","test",0.977553070841629,0.812767042834232,0.194268356451579
576,"ILR_RF","train",0.349562636747884,0.975903019272579,0.0558123638568516
576,"ILR_RF","train",0.349562636747884,0.975903019272579,0.0559541383726949
576,"ILR_RF","train",0.349562636747884,0.975903019272579,0.0570290675937782
576,"ILR_RF","test",0.993739708737128,0.8095989877458,0.134475444493711
576,"ILR_RF","test",0.993739708737128,0.8095989877458,0.143816376370018
576,"ILR_RF","test",0.993739708737128,0.8095989877458,0.19227442974408
624,"Dirichlet_RF","train",0.360774679472755,0.964258656510427,0.0726341092165029
624,"Dirichlet_RF","train",0.360774679472755,0.964258656510427,0.0698292001558536
624,"Dirichlet_RF","train",0.360774679472755,0.964258656510427,0.0596908355518786
624,"Dirichlet_RF","test",0.671423483396015,0.895538675481941,0.121721005092681
624,"Dirichlet_RF","test",0.671423483396015,0.895538675481941,0.0758230080922128
624,"Dirichlet_RF","test",0.671423483396015,0.895538675481941,0.141842869871509
624,"Dirichlet_regression","train",0.660613199491637,0.880046682421774,0.111710780867749
624,"Dirichlet_regression","train",0.660613199491637,0.880046682421774,0.131935268130938
624,"Dirichlet_regression","train",0.660613199491637,0.880046682421774,0.127054341012597
624,"Dirichlet_regression","test",0.783137416228421,0.875514781949045,0.135824125954263
624,"Dirichlet_regression","test",0.783137416228421,0.875514781949045,0.093296780826352
624,"Dirichlet_regression","test",0.783137416228421,0.875514781949045,0.146050507410316
624,"CLR_RF","train",0.25956887600963,0.982384554304101,0.0503236489682745
624,"CLR_RF","train",0.25956887600963,0.982384554304101,0.0483437075046486
624,"CLR_RF","train",0.25956887600963,0.982384554304101,0.043472902595704
624,"CLR_RF","test",0.665999991426854,0.897411262143908,0.119080193013543
624,"CLR_RF","test",0.665999991426854,0.897411262143908,0.0808086116042517
624,"CLR_RF","test",0.665999991426854,0.897411262143908,0.138726678531605
624,"ILR_RF","train",0.261655969281164,0.982819407868998,0.0496897364193151
624,"ILR_RF","train",0.261655969281164,0.982819407868998,0.0464049654944406
624,"ILR_RF","train",0.261655969281164,0.982819407868998,0.0443860596817232
624,"ILR_RF","test",0.658278577850618,0.901864260330766,0.11581725855678
624,"ILR_RF","test",0.658278577850618,0.901864260330766,0.0796730873072687
624,"ILR_RF","test",0.658278577850618,0.901864260330766,0.135865627998445
672,"Dirichlet_RF","train",0.438976407041864,0.955171200399058,0.0763644036426158
672,"Dirichlet_RF","train",0.438976407041864,0.955171200399058,0.068650003283161
672,"Dirichlet_RF","train",0.438976407041864,0.955171200399058,0.0836514880024807
672,"Dirichlet_RF","test",0.648536829350915,0.870902157498395,0.149319696882323
672,"Dirichlet_RF","test",0.648536829350915,0.870902157498395,0.0883293106014156
672,"Dirichlet_RF","test",0.648536829350915,0.870902157498395,0.139278740157365
672,"Dirichlet_regression","train",0.720982304343407,0.866250443524745,0.140954580753427
672,"Dirichlet_regression","train",0.720982304343407,0.866250443524745,0.127460011257556
672,"Dirichlet_regression","train",0.720982304343407,0.866250443524745,0.127370201446757
672,"Dirichlet_regression","test",0.734684132876472,0.846010607703845,0.150665153286491
672,"Dirichlet_regression","test",0.734684132876472,0.846010607703845,0.110539218226354
672,"Dirichlet_regression","test",0.734684132876472,0.846010607703845,0.155311595707487
672,"CLR_RF","train",0.314035295913701,0.979973168204293,0.0546543753030516
672,"CLR_RF","train",0.314035295913701,0.979973168204293,0.0473318096128278
672,"CLR_RF","train",0.314035295913701,0.979973168204293,0.0510811146920641
672,"CLR_RF","test",0.664291827635504,0.864711021539822,0.151168263533828
672,"CLR_RF","test",0.664291827635504,0.864711021539822,0.0997169338852785
672,"CLR_RF","test",0.664291827635504,0.864711021539822,0.138113793761782
672,"ILR_RF","train",0.310621612097977,0.98078693958221,0.0549003836360418
672,"ILR_RF","train",0.310621612097977,0.98078693958221,0.045154205433945
672,"ILR_RF","train",0.310621612097977,0.98078693958221,0.0496516937715361
672,"ILR_RF","test",0.652580417297839,0.8678598275288,0.150749724558463
672,"ILR_RF","test",0.652580417297839,0.8678598275288,0.0949599859144136
672,"ILR_RF","test",0.652580417297839,0.8678598275288,0.137552093545045
720,"Dirichlet_RF","train",0.443460322011547,0.9590426258047,0.0731330658177022
720,"Dirichlet_RF","train",0.443460322011547,0.9590426258047,0.0697642337998603
720,"Dirichlet_RF","train",0.443460322011547,0.9590426258047,0.0732471108638617
720,"Dirichlet_RF","test",0.559678366357981,0.887413704261657,0.133541870792438
720,"Dirichlet_RF","test",0.559678366357981,0.887413704261657,0.114895088892842
720,"Dirichlet_RF","test",0.559678366357981,0.887413704261657,0.106646409360324
720,"Dirichlet_regression","train",0.70424879524194,0.885170744825966,0.107806101227543
720,"Dirichlet_regression","train",0.70424879524194,0.885170744825966,0.132012793354087
720,"Dirichlet_regression","train",0.70424879524194,0.885170744825966,0.120965990644364
720,"Dirichlet_regression","test",0.683248179625338,0.862680401121791,0.13598773012093
720,"Dirichlet_regression","test",0.683248179625338,0.862680401121791,0.135010295329708
720,"Dirichlet_regression","test",0.683248179625338,0.862680401121791,0.122489165752032
720,"CLR_RF","train",0.317562398914561,0.978034066281099,0.0519825820626245
720,"CLR_RF","train",0.317562398914561,0.978034066281099,0.0550474038520638
720,"CLR_RF","train",0.317562398914561,0.978034066281099,0.0512218293900309
720,"CLR_RF","test",0.626762607575748,0.883396044390255,0.128043165863295
720,"CLR_RF","test",0.626762607575748,0.883396044390255,0.126534235946312
720,"CLR_RF","test",0.626762607575748,0.883396044390255,0.107308583716345
720,"ILR_RF","train",0.318476506756175,0.977952712193158,0.050916630709096
720,"ILR_RF","train",0.318476506756175,0.977952712193158,0.0553158748043914
720,"ILR_RF","train",0.318476506756175,0.977952712193158,0.0522941680407322
720,"ILR_RF","test",0.611740641860917,0.89319283258971,0.119412830042092
720,"ILR_RF","test",0.611740641860917,0.89319283258971,0.124164783218374
720,"ILR_RF","test",0.611740641860917,0.89319283258971,0.1027357453835
768,"Dirichlet_RF","train",0.458023876101149,0.953328961962359,0.0828785269611019
768,"Dirichlet_RF","train",0.458023876101149,0.953328961962359,0.0745891660811697
768,"Dirichlet_RF","train",0.458023876101149,0.953328961962359,0.0745796855216155
768,"Dirichlet_RF","test",0.802677806705284,0.874315254661336,0.107027845599682
768,"Dirichlet_RF","test",0.802677806705284,0.874315254661336,0.157444223890851
768,"Dirichlet_RF","test",0.802677806705284,0.874315254661336,0.12045909241836
