"iteration","model","dataset","aitchison_distance","MEC","RMSE"
48,"Dirichlet_RF","train",0.708693481806596,0.916600137046496,0.120347482961409
48,"Dirichlet_RF","train",0.708693481806596,0.916600137046496,0.0953721360950832
48,"Dirichlet_RF","train",0.708693481806596,0.916600137046496,0.120806120065624
48,"Dirichlet_RF","test",0.73663089439305,0.906587128087361,0.147118279150082
48,"Dirichlet_RF","test",0.73663089439305,0.906587128087361,0.0826054964053231
48,"Dirichlet_RF","test",0.73663089439305,0.906587128087361,0.124551816480898
48,"Dirichlet_regression","train",0.668416397253381,0.920959662668268,0.115905792475959
48,"Dirichlet_regression","train",0.668416397253381,0.920959662668268,0.0915739962844397
48,"Dirichlet_regression","train",0.668416397253381,0.920959662668268,0.119825306288534
48,"Dirichlet_regression","test",0.681044834840898,0.916417314625749,0.13981308331025
48,"Dirichlet_regression","test",0.681044834840898,0.916417314625749,0.0830424915278002
48,"Dirichlet_regression","test",0.681044834840898,0.916417314625749,0.113616076843053
48,"CLR_RF","train",0.589478819568432,0.939006470374543,0.102173383678959
48,"CLR_RF","train",0.589478819568432,0.939006470374543,0.0823444427982966
48,"CLR_RF","train",0.589478819568432,0.939006470374543,0.103429818094206
48,"CLR_RF","test",0.665344883534391,0.91646714911826,0.143516700201429
48,"CLR_RF","test",0.665344883534391,0.91646714911826,0.0843601859964373
48,"CLR_RF","test",0.665344883534391,0.91646714911826,0.107773926842853
48,"ILR_RF","train",0.590060543321114,0.938819930934796,0.102703167117209
48,"ILR_RF","train",0.590060543321114,0.938819930934796,0.0825853897374612
48,"ILR_RF","train",0.590060543321114,0.938819930934796,0.103125311528957
48,"ILR_RF","test",0.665799426659621,0.917296915407318,0.142622211824591
48,"ILR_RF","test",0.665799426659621,0.917296915407318,0.0846249957164762
48,"ILR_RF","test",0.665799426659621,0.917296915407318,0.106938057240036
96,"Dirichlet_RF","train",0.7160541249895,0.901676565628147,0.136434535067848
96,"Dirichlet_RF","train",0.7160541249895,0.901676565628147,0.094967730903326
96,"Dirichlet_RF","train",0.7160541249895,0.901676565628147,0.129139249092029
96,"Dirichlet_RF","test",0.797416184271791,0.899860431937864,0.143540164610567
96,"Dirichlet_RF","test",0.797416184271791,0.899860431937864,0.0980618974209437
96,"Dirichlet_RF","test",0.797416184271791,0.899860431937864,0.127850019844347
96,"Dirichlet_regression","train",0.714143876541142,0.901576918918693,0.136064507955735
96,"Dirichlet_regression","train",0.714143876541142,0.901576918918693,0.0973942128201533
96,"Dirichlet_regression","train",0.714143876541142,0.901576918918693,0.127890271146398
96,"Dirichlet_regression","test",0.763408620458444,0.91068474749144,0.131275616628302
96,"Dirichlet_regression","test",0.763408620458444,0.91068474749144,0.0916377887437507
96,"Dirichlet_regression","test",0.763408620458444,0.91068474749144,0.126100729866514
96,"CLR_RF","train",0.604649075302423,0.929845663162191,0.113747615335176
96,"CLR_RF","train",0.604649075302423,0.929845663162191,0.0855034296009041
96,"CLR_RF","train",0.604649075302423,0.929845663162191,0.106612499324901
96,"CLR_RF","test",0.747567669596274,0.905433288107286,0.136172348495355
96,"CLR_RF","test",0.747567669596274,0.905433288107286,0.0912495346472052
96,"CLR_RF","test",0.747567669596274,0.905433288107286,0.130785099249223
