"iteration","model","dataset","aitchison_distance","MEC","RMSE"
192,"Dirichlet_RF","train",0.782004933683267,0.90986636801894,0.109475058781099
192,"Dirichlet_RF","train",0.782004933683267,0.90986636801894,0.11831593200642
192,"Dirichlet_RF","test",0.792206863095015,0.879003454846526,0.159060593404741
192,"Dirichlet_RF","test",0.792206863095015,0.879003454846526,0.118867421936041
192,"Dirichlet_RF","test",0.792206863095015,0.879003454846526,0.130924952293615
192,"Dirichlet_regression","train",0.813619129336883,0.90570861366333,0.121385021565052
192,"Dirichlet_regression","train",0.813619129336883,0.90570861366333,0.113099420391463
192,"Dirichlet_regression","train",0.813619129336883,0.90570861366333,0.124685994001562
192,"Dirichlet_regression","test",0.713028569186243,0.896690233457343,0.142182952853809
192,"Dirichlet_regression","test",0.713028569186243,0.896690233457343,0.12519407362106
